id,user_id,store_id,external_store_id,store_name,duty_status,duty_process_status,store_qr_code_id,store_sp_no,store_mch_id,divide_up_limit,store_remark,create_time,update_time,divide_settle_type,store_et_qr_code_id,store_out_qr_code_id,vip_pay_falg,store_type,dt
780,7545723230fa42b1b12c15d11d7c0592,08fa90163c43494a9ddf5cbb8b881d89,,上海外高桥电厂职工小店,1,100,,6.02403E+17,4.02501E+17,-1,"1.密码锁出门右手边，密码168168 2.暂无购物袋 3.老板电话：董先生13866158888,18919651788",12:51.0,56:24.0,3,66d8ffaf2a954873b46742de733aec26,2857eba40c1147b9aea25bf1e90dbfb7,0,2,2025/4/23
782,afc12b04e02c402ea0f23eeb80f539d1,b3c3433cf1e84e3bb8f9d0a944da3df4,,沈阳万德福华府天地店,1,100,,8.9833E+14,LNWDF2409,-1,1.购物袋收费大0.5中0.3小0.2 2.一联店长王立伟13478266749 3.值守时间21-7点,22:46.0,55:22.0,2,9b4c22da43dc454187edd416180047d9,3e465e0559ec4e8c863895ef9a52dc44,0,3,2025/4/23
784,f1a59b771d474b57906af50a841bcab5,ad6f6ad420444b67920e901090362c3e,,江苏徐州小田田彭城大院店,1,100,,6.02403E+17,4.02501E+17,60,1.袋免费，出门往外推左侧门，提示选择有条码的商品 2.老板李斌电话198 5166 7770  3.密码锁在出门右手边墙上，开门密码147258 4.“室内南侧”图像的白绳是吊灯的灯线，无法去掉。,31:00.0,21:24.0,1,520b7b511f6e49fbb145c8e23120c3f2,64b53df192234bcda337c4158141af3a,0,2,2025/4/23
786,ea9ea1bd0de343df82899dc4185b4095,710b792101c9403d925d65d6301ceba4,,广东佛山龙江开心宜客,1,100,,6.02403E+17,4.02501E+17,-1,袋免费，扫码进出门，密码锁安装在出门左手门框上，开门密码659735 老板152 5965 9735,45:39.0,54:42.0,3,0300323950714c9cb3006061310e1b99,accf090d10134eed942534d8dab43771,0,2,2025/4/23
788,a68589ba6fc4489893beb2f00d78207e,203b26f0ebcb4f4da7984a589d52897b,,四川成都崇州晨曦钓具,1,100,,6.02403E+17,4.02501E+17,60,1.微波，袋免费，推门出店 2.开门密码123456，密码锁安在出门左边墙上 3.老板王总158 0847 7864 4.店内有货品分类标签 5.蚯蚓在后面货架的纸箱里。红虫在冰柜里,54:09.0,33:26.0,1,cb2ddd75ebba49858a625b47dd86085d,26b79a5421fd4428b1f3829c223decc3,0,2,2025/4/23
790,04db5944fd3c4da39e89d43f8700235e,42e009a33f9d40d68bc303880cb944b2,,万德福沈阳金水三店,1,100,,8.9833E+14,LNWDF2409,-1,1.袋收费，大0.5中0.3小0.2 2.密码锁在出门左手边，开门密码8个8 3.一联区域经理古英岐18240466465，二联大区经理周上舒18840692462,07:38.0,22:21.0,2,d27040d536184044a9c9c01f0403cf23,ced47e2e74d24188ba513d9ccd86e1fe,0,3,2025/4/23
792,ad6994bb252948e5a1fe8bc7a7c68ea6,a001cdc92fa64bf2aa88f233ec3f752a,,苏泊尔福州城市仓废弃,-1,100,,6.02403E+17,,-1,,02:09.0,42:31.0,1,,,0,,2025/4/5
794,eecd072c26b54c1291fa5d196cc7ab07,a00323445039407ab312d171b37347a6,,山西大同云冈区健民大药房,1,100,,6.02403E+17,4.02501E+17,60,1.不卖处方药，扫不上码的不卖！！单门，购物袋免费，在收银台外侧，值守时间20：30-7：30 2.密码锁在出门的左侧墙上，密码：135460 3.荆老板：13546036059,49:41.0,28:40.0,1,3e61d3bc2b004904ad206844705bb873,250b3659e196434ebe5aa8efefe918e8,0,2,2025/4/23
796,17e23c20c37b4817b1460c9938528543,f8c26a90c68d40d1b0186d93082551b4,,万德福沈阳幸福里店,1,100,,8.9833E+14,LNWDF2409,-1,1.购物袋收费大 0.5中0.3小0.2， 2.一联店长郑晓芳159 4014 5351，二联区域经理周阿爽19232416344，三联大区经理周尚舒188 4069 2462 3.值守时间0点-6点 4.密码锁出门左手边门框上，开门密码8个8,57:18.0,20:04.0,2,ae1123110f18422a92e2e9e0a0a25d7b,2cd7e9e7bf6340008787458e618a2c4d,0,3,2025/4/23
798,5c31026a02ad40c18ae332077825cff9,98d760191d3e428d8694677c4bc57eee,,长沙澜媚盈日用品超市,1,100,,6.02403E+17,4.02501E+17,60,1.微波进店，密码锁在出门右手边，密码791227 2.老板电话：13974992690 3.抽点模式,43:07.0,51:51.0,1,257fdede7b724f80a667826430913042,3cfeec8b7d43458291b9387efd8c3457,0,2,2025/4/23
800,06978814dcab4498842fbfc697cc2651,e2ddc4345608447781ad3547cd449e88,,广东中山市关唯生活超市,-1,100,,6.02403E+17,,-1,,24:58.0,24:58.0,1,,,0,,2025/1/9
802,c9d25eb534044fc9bcab2a26c369dfec,1bcdc962c87e44af859b156ac77d75de,,杭州邻里便利店,-1,100,,6.02403E+17,4.02501E+17,-1,,35:08.0,28:53.0,1,,,0,2,2025/4/15
804,adc253a054774bec932a59198ed0b406,0fa8b0f79208453d87b66a8ffa968f9b,,福建泉州万家旺酒水批发,-1,100,,6.02403E+17,4.02501E+17,60,1.袋免费，烟在零食货架最上层中间（没烟证，不想放明显位置），不卖成条烟，娃哈哈550ML的22元一箱，后台添加 2.微波进店，扫码出门 3.密码锁安装在收银台正上方，开门密码：8个6 4.老板电话189 6025 9306,57:10.0,10:29.0,1,1d51ab651ea84599a3e991567a48dae3,8203b48edfb644a6a0ee1723221afa86,0,2,2025/4/15
806,22398174ac2a441a983a94e76b4595f3,5e138e2e6e6c4928a7d63bb93f0b0b07,,江苏盐城滨海县小二渔具（彩虹城店）,1,100,,6.02403E+17,4.02501E+17,60,1.袋免费（门口货架上挂的），支付成功自动开门，红盖的是蚯蚓，小袋/小盒的是红虫 2.年龄大的老顾客有问老板怎么没在的，解释一下：升级为24小时营业了 3.密码锁在出门右手边门框上，开门密码8个8 4.老板程颖138 5111 7652\052956113 5.买小二窝料桶装（3斤装）送红虫或者蚯蚓一份,35:49.0,06:39.0,1,419b87de186f4baab9f047f90e920427,0699153f61fa4028acab28b3da0978ab,0,2,2025/4/23
808,e25b19f872754dc5a49dcdd35d9b21dd,7ea52c2367e0432da53bb2a20752f92c,,万德福沈阳八经街店,-1,100,,8.9833E+14,LNWDF2409,-1,1.购物袋收费，大0.5元中0.3元小0.2元，网络5G 2.联系人： 一联店长李玲15802422891，二联区域经理焦宏伟13604022273，三联大区经理刘宇楠15802426575 3.密码锁在出门右手边门框上，密码8个8,02:10.0,45:27.0,2,6394f1ad53bc4b56bc8fbf6fde8e0e6a,946b26a4e90447db8ee3343f8e99cf4e,0,3,2025/4/19
810,c7138331851d492da399f5cd969fa1c3,2f84679a5ead468896cb974bc314d91f,,河南邓州权象成人健康馆,1,100,,6.02403E+17,4.02501E+17,60,1.袋免费（收银台前侧） 2.联系电话：13271370319 3.密码锁在出门左手边，密码为12345678，后门仓库值守时上锁。,29:25.0,23:48.0,1,369bba08aac148d3967f03929880f4fe,d80e6e38648849f3b66655af1e7091df,0,2,2025/4/23
812,7807279be3c24f0f8b4eb52c9e1d08a9,427d7effbbc44f3e8ff00a9e0be4cf74,,广东揭阳天元便利店,-1,100,,6.02403E+17,4.02501E+17,60,1.袋免费，成条烟摆出来就卖，成件商品不让拆包，打火机在收银台台面上 2.扫码进出门 3.开门密码050126，密码锁在出门左手边。   老板电话188 7652 7677,45:15.0,09:51.0,1,d5ca47422cfe408db1d52929b898a9b7,a1eaf70aa2e64b50a586887946f039ca,0,2,2025/4/22
814,816ba2e0798143538013ac8352c7d57e,19f178b31b4944289446963406df9541,,浙江歆发便利店,-1,100,,6.02403E+17,4.02504E+17,-1,1.微波进店，扫码出门，密码出门右手边，开门密码565356 2.老板电话19967309209 3.无人期间不售卖成条烟，收起来，暂时不售卖酒 4.工厂园区内,16:32.0,26:40.0,1,fc10967f4e5643d3a865a3fa61b5d382,333f4fe74f2642478be6ee3bc5b45fa7,0,2,2025/4/21
816,af90ed360c474996b86d80763dddcfc9,9048602f9bc843328673a4166e5c0446,,广州增城华美商店,-1,100,,6.02403E+17,4.02501E+17,60,1.袋免费，没有烟，老板电话13711173282、13192602747 2.开门密码2580，密码锁值守时放收银台面上,57:41.0,04:53.0,1,5c512f2b99a64fe68d0115676876211f,11deb68ec3ea4475bb556097ce26b38a,0,,2025/3/21
818,536802fdf5ea40efbf03cf643bb57524,af07e10b7c44457498c189189a8773f1,,四川宜宾南洁文化生活馆,1,100,,6.02403E+17,4.02502E+17,60,1.右侧门是门禁门 2.密码锁安装在出门右手边门框上，开门密码69035554 3.老板电话15769035554,06:56.0,55:29.0,1,8d025325320f4c9eae44ad2ee3eec912,327d4ffa43cd437880182ff79d4c9587,0,2,2025/4/22
820,ff7fb42f135d42fe896d6c7627b51427,d7d4a14831044a0eb787fa56c9ba1ece,,河北衡水安平县伍合晟烟酒行,1,100,,6.02403E+17,4.02501E+17,60,1.袋免费，没有打火机，无成条烟，暂无成件酒水饮料 2.老板电话：15003288555 3.密码锁在收银机旁，开门密码：626001 4.提点,22:25.0,01:41.0,1,a614427aa3294e8dbfba9cf29504c336,5c1415a37eb74d43967f214dd4e939b6,0,2,2025/4/23
822,d91ebadf3bc142a9978fdc40586db307,5e7ade6afebb42da89b3f71b1156f12d,,惠工助农品牌服务网点双井站,-1,100,,6.02403E+17,4.02501E+17,60,,13:00.0,59:21.0,1,,,0,,2025/1/29
824,25e02bcc23b14f5293c8a70b65173a86,36a8e0a4dc0c4a4a891d5c58fa477397,,成都鸿明家家福超市,1,100,,6.02403E+17,4.02501E+17,60,1.老板要求无码商品用同价格商品代扫，微波进店，扫码出门 2.密码锁安在出门右手边，密码123456 3.购物袋免费，成条烟可售卖，可拆条，成件商品都可拆包 4.散装商品不售卖（散酒和鸡蛋） 5.老板电话19938128906,37:30.0,32:30.0,1,6a9e3e12a5774306a694e73dd4de921b,5f2846d94f874204ac6943a9aeed1002,0,2,2025/4/23
826,a0deb29915fa41a3886d216fc60a26e9,be34a4e4385e4e53b52f3900fa12acb3,,贵州贵安安巢优汇月熙公寓便利店,1,100,,6.02403E+17,4.02501E+17,-1,1.无烟无酒，袋免费 2.密码锁出门右手边，密码123456 3.老板电话：王小威13894855188，姚阳15018533269 4.地中间盒装的“散装称重商品”晚间不售卖，告知店内无人期间遮挡上 5.津威乳酸菌得把二维码遮挡上再扫码价格5.8元是一排价格 6.电池在充电宝旁边的柜子上，1号电池一对20.5元，其它电池都是单节的价格*数量,45:12.0,11:27.0,3,6b9646bb0dd94998a40b29294e73dbde,607a5f84de624ac384a50f1b9a1fbe6e,0,2,2025/4/23
828,0b62244160a441e8a1852af1d0f3d45e,d8ba54ee875048d0847c35effa9d9677,,成都晓晨副食超市,-1,100,,6.02403E+17,4.02501E+17,60,1.购物袋免费，放在烟柜外侧，成条烟不售卖，酒水饮料可拆箱 2.密码锁在出门右手边，密码123456 2.陈总13568963567,36:26.0,56:56.0,1,714e1d0d54ca4a69be96a9eff55725e9,34d1d7edf4974d57a0d7d9e781e23798,0,,2025/3/1
830,0b611a4760d946929d39a99f0926173a,a053fcca02c14737bb91e3acbf061b40,,杭州铠佳便利店,1,100,,6.02403E+17,4.02501E+17,-1,1.袋免费，成条烟正常卖，成条烟、成件水可拆包，扑克在冰箱后面，提示把门关严！棒棒糖0.5元，已添加自定义 2.小区园区里，密码锁在出门右手边，开门密码112200 3.老板电话137 3589 1009,30:13.0,18:21.0,3,21f21b0728f7418f8c760fba06f9c30f,67a598765e3c4f38b2146aad6d6c27f1,0,2,2025/4/23
832,82068054a3b54acb885021bedd029cb1,0f74993fa62f485fa4b38168f6b2ff9f,,深圳玖旺便利店,1,100,,6.02403E+17,4.02501E+17,60,1.购物袋免费，成条烟可售卖也可拆包， 2.老板电话18823355996， 15989537794，密码锁安在出门左侧门框上，开门密码147258 3.打印不用管，钱付给打印机上的收款方 4.南孚5号电池: 4元/节*数量,40:01.0,25:38.0,1,96d1cba9e0904e80b66d06369cc7d79c,b69967f2020e4f3dade0fbb8071941fd,0,2,2025/4/23
834,cd33af11da174838b6d873edd4018d68,bb57c46970ae4ff4a748e571dd3a16e9,,美的成都天府广场仓,1,1,,6.02403E+17,,-1,,16:31.0,41:07.0,1,4b9e4d5cf20b4d6a8bee6ee8c6a3afde,70eca19dbc37447a83f92b6069d5d82c,0,5,2025/4/23
836,f945405a80d34e5d8abddef7ccf60028,455a7139139d43b881ffe39cce9a0683,,广东佛山禅城区丰泽便利店,1,100,,6.02403E+17,4.02501E+17,-1,1.购物袋免费，挂在收银台内的架子。成条烟可销售，可拆包，成件酒水可拆箱、 2.联系电话13392226248 3.密码锁在出门右手边收银台上880088 4.包月,22:42.0,15:22.0,3,1e9292a46f0b4eb59fcd855631af9778,854b2244e5d341e99a0220a15e2e19ba,0,2,2025/4/23
838,d350ec4fba764eafb61f4acc574df4b8,e90be4329adb4da7af7786755a47f3f8,,杭州乐熙超市,-1,100,,6.02403E+17,4.02501E+17,-1,,08:59.0,19:16.0,1,,,0,,2025/1/17
840,7c7e2bb961b84ab88b0afa69df7af78b,a895d5618c6740eab3f82c35fd9d5dd2,,广东佛山勒流24小时自助便利店,-1,100,,6.02403E+17,4.02502E+17,-1,1.袋免费，成条烟可销售，可以拆包，酒水饮料可拆箱 2.密码锁安装在出门左手边，开门密码468908 3.联系电话：13367468908,50:59.0,38:31.0,1,9249a1a1d4f9414c8b3a12541da3189b,6cf3f0f6404249c88db3c30431d46bf6,0,,2025/3/30
842,ab2072a3edcc470c9db14018e8d8e8d1,5b2faf561a394ce5b82f768bad51d959,,新疆乌鲁木齐翼支付生活超市,1,100,,6.02403E+17,4.02501E+17,60,微波进店，扫码出门，门一定关好（老板在意），袋免费（台面上），出门往里拉门，成条烟正常卖可拆包，成件水可拆包 密码锁在出门右手边的门框上，开门密码130313 老板177 2688 1118，181 6022 6265,12:41.0,45:16.0,1,883b99076b61498eac5dda9aaf8bc4ed,c322343cf063445d807be69fee33fb62,0,2,2025/4/23
844,8de3ebcc527c4a3cae3272b47e9883bc,1769570748004edeb05bc57db8138663,,立邦刷新服务万科花园店,1,1,,6.02403E+17,,-1,,14:01.0,59:27.0,1,b5a4589def284336abd7f4934aee0d6b,508d14667d79444f9a44523f9efd1f8a,0,,2025/3/9
846,8de3ebcc527c4a3cae3272b47e9883bc,2980e2d67c1740ba857132c42dbbf80d,,立邦刷新服务白玉路店,1,1,,6.02403E+17,,-1,,14:48.0,59:11.0,1,75ad89161b9e493e8c4d1b2c51a9682c,f28bf3cbb924486db4ec1d5253c733b8,0,1,2025/4/17
848,db5eaae47ad846daa9c93a2bdb29c2f3,d09db2c6d00e4ae3a17ef3218a25a211,,广东阳江您好便利店,1,100,,6.02403E+17,4.02501E+17,60,1.袋免费，微波进店，不卖成条烟！成件水散装的如没有可拆包，打火机分1元2元3元均有条码，门口坐人注意点一般是老板！门口折叠椅顾客可以拿门外坐！ 2.开门密码9856，密码锁在出门右手边 3.老板电话159 1469 0897 4.无码可后台添加： 散装槟榔2元/个（在收银台上)，农夫山泉纯净水380ml的1.5元/瓶，棒棒糖0.5元/个 5买一次烟送一个1元打火机 顾客态度强硬可以一盒烟送一个,24:04.0,07:59.0,1,ebfb4096a84d4668b71e9704637557cf,5e40670fe48241259dab0285a7b8b335,0,2,2025/4/23
850,b4c988972f754d04b845605596c7a4f6,9f40a3b0438d4c399a1fb48ed47f126a,,苏泊尔无锡城市仓,1,1,,6.02403E+17,,-1,,58:21.0,44:13.0,1,5556db15461949469bc1ded7402b8530,3560a75f43ec43589fb2e3ae5008c0ae,0,1,2025/4/21
852,952f5183749d4738b2133b1ead017028,9507db4c474d4d2baaa5da0cfc6bfa63,,苏泊尔福州城市仓,1,1,,6.21786E+18,,-1,,41:08.0,07:14.0,1,85bbebc12ff44b34a2fc3a708d507e83,18329ef34d3b46a483f42878c9db619e,0,,2025/4/4
854,c6a0a0b99af1486a8c8a2814b2c070f6,4e2329dfa3c347debbd3e6345475caf7,,乐山市市中区喵宇经营部,1,100,,6.02403E+17,4.02411E+17,60,1.自动门，扫码进门。 2.购物袋免费，成件商品可以拆包，晚间成条烟上锁不卖 3.密码锁在出门右侧墙上，密码：13141516 4.散装称重的不售卖 5.彭老板：18990657431、老板娘：13309033587,27:28.0,13:12.0,1,235d4e6875f84c2e9bfa9a917e7cd040,a91e7978f62a4b10885867e6c89969f9,0,2,2025/4/23
856,165fd4d5987e45dd969d4d7e6923dff6,0f071f7216574f95ab289bcdbabc08af,,浙江温州展翔便利店,1,100,,6.02403E+17,4.0241E+17,-1,1.袋免费（如果外面没有购物袋可以拉开抽屉看一下），无烟， 2.联系人：15868528123 3.开门密码：654321 4.真人屏 5.急救箱里的药品是免费的，急救箱在进门的左侧挂着,39:01.0,45:50.0,3,2cc674c002464653ae9ce7234685f202,315338a1761c4e0289fa242a04bb80b2,0,2,2025/4/23
858,42c2f4fb97fb4749925051dc8b0b5a70,bb52a7d7d598478e889f70586f0be824,,重庆市北碚区玖辰e佳便利店,-1,100,,6.02403E+17,4.02501E+17,60,1.袋免费挂在收银台内，不可以拆包，酒水可拆箱 微波进店，扫码出门，密码锁在出门左手边，密码：23501089 2.联系电话：15523812224 3.不允许取快递及美团优选,41:17.0,03:43.0,1,3edd1c3fd0a74114bdab07b7f4d9e4f5,54b062fb3c114ce496ff8c780828f917,0,2,2025/4/23
860,c1794a2b6ecd45fe86c82c22d44ad2a3,a99cd8512f6f4b30b9fd5ef0c7083de4,,山东德州公潞成人用品店,1,100,,6.02403E+17,4.02501E+17,60,1.袋免费，微波进店，单门，密码锁在出门左手边门框上，开门密码是73451779 2.老板电话135 7345 1779 3.二楼是死墙,42:46.0,19:55.0,1,2f9f6e486cd24bb8b2e3df6fe8432e9a,57fa6d845484460b874dc305a26066a5,0,2,2025/4/22
862,0c214fdd58ea4b68898007a29a2bc482,c8d922b4244e4fb8ba2c268882621f55,,山东菏泽成人用品店,1,100,,6.02403E+17,4.02501E+17,60,袋免费，老板电话131 8157 6388 密码锁安在出门左侧门框上，开门密码135246,11:00.0,14:46.0,1,bee6e80fae8142068622cf6bbb0cc593,2e85bebdf8194c718b502efe34f37ac8,0,2,2025/4/23
864,2b2aa249d0bd465390d6e6ae1ec8e9cb,66e787e463c240449c76ddcd9732a410,,成都锦江隆广顺盛南店,-1,100,,6.02403E+17,4.02412E+17,60,1.袋免费，微波进店，扫码出门，开门密码123456 2.无称重商品，直接转款给老板：红薯、山药5元一袋， 冻品10元一袋。 3.老板李忠琼176 1288 2986 4.话术：您好， 选好商品请到收银台扫码买单， 如需咨询商品信息请您扫墙上二维码联系客服 发起入群申请即赠送两个鸡蛋（不用等通过） 5.散装鸡蛋6.9元/斤无折扣 6.红薯不用称， 直接在袋子上， 每袋约三斤， 每斤2.39， 每袋,34:26.0,48:24.0,1,88f9edcbba5342dc83115a7c7226e352,92dc4119364749289e24dd156d89f57d,0,2,2025/4/22
866,40177f822fca46bcb30af7e16a47e3af,658b794eafc44d57a9f08a032e577acf,,山东德州东梅超市,1,100,,6.02403E+17,4.02501E+17,60,袋免费，出门拉门，无烟，密码锁安装在出门左侧墙上，开门密码654321 老板电话131 7626 9288,39:49.0,05:10.0,1,6a2ac74d95d8497ba446645de44fe8c8,ed7546eba34548d4a691f3e0edb6322a,0,2,2025/4/23
868,cd33af11da174838b6d873edd4018d68,b7db05e9c33649b08c707472876d95eb,,美的成都双流华阳仓,1,1,,6.02403E+17,,-1,,07:17.0,49:39.0,1,dd70ffa3246f4d808ea4bcce4c1815f1,f10dbcd004334ca19b0183605ea8158e,0,1,2025/4/23
870,8a413f666feb4437bb2cce2a6361d294,c87d8b66e82d439ea948a5b7d64afde9,,广东中山市东区客家福,1,100,,6.02403E+17,4.02501E+17,-1,袋免费，微波进店，扫码出门，开门密码666999 老板电话13421414166 不售卖整条烟，7:30—12:30可以卖,50:17.0,26:11.0,1,68805a9e06074fb986d7702a60feeba6,6837b77e76d448c8b54e5032da9c754b,0,2,2025/4/23
872,598e6c282d214cb6baefcc22de53630f,a17938e8e50741ff82f44f1b887c9913,,江苏淮安万德来无人值守,1,100,,6.02403E+17,4.02502E+17,-1,"1.袋免费,挂在收银台附近，无烟，无成件商品 2.密码锁安装在出门右手边，开门密码:888888 3.联系电话：13951037277，13915162977",23:44.0,27:10.0,1,e75b0a9841374cfa8de1d6356218df5f,ea81a4d08981413f8c069fc730f36444,0,2,2025/4/23
874,0b681113b0784e3ebbca8cd7c9a720ff,dc741124754c4a368ab9417960c61671,,资阳全又佳批发超市,1,100,,6.02403E+17,4.02501E+17,60,1.袋免费，称重商品不卖（刚进门头两排横货架是称重商品） 2.密码锁安装在出门右手边柱子上，开门密码136912 3.老板电话177 1398 5520,57:22.0,59:46.0,1,6830cb4a01a644f3ab24d1347e84b95b,2f19240fe6074be98d55a32c872bd199,0,2,2025/4/23
876,2ac8c86510874d8b9261ae0eb041594c,106225e1af204fe6b01534f82b48629e,,河北涞源县政源烟酒店,1,100,,6.02403E+17,4.02501E+17,60,袋免费，成条烟正常卖，可以拆包 密码锁安装在出门左侧门框上，开门密码8899 老板电话156 0323 2187,18:42.0,45:03.0,1,e10e682e17b64e3ea6c37bc34093c7ab,d56f18342bf24a8e968acfb141dd79f4,0,2,2025/4/23
878,d6bfa7dd5da348869241d799f9266a05,ec79bfa2aeb6468794d717cdcd74b9d8,,广东佛山晨光文具28光年店（废弃）,-1,100,,6.02403E+17,,-1,,21:02.0,37:47.0,1,,,0,2,2025/4/12
880,8f16597e575d4b80a6abe081bbab25a9,9335e9dbf4aa430c847b8730824454b5,,杭州一家人超市,1,100,,6.02403E+17,4.02501E+17,-1,袋子免费的，微波进店，条烟可卖，整件水拆包，老板电话13376817695 开门密码707111，密码锁在出门右手边墙上 视频6是卫生巾等,53:01.0,54:09.0,3,5173a22b0f8643529c6bc47ed10becb7,b69cf485f6e7449185162979a8b3c0aa,0,2,2025/4/23
882,5c44166dc9aa41f58a65f464eae30d95,16a07da4cf5d478ba653f1bf8b2ca3bd,,苏泊尔常州武进万达广场店,1,1,,6.02403E+17,,-1,,05:21.0,36:46.0,1,ff04da5b4470426c83bf77e06891fc19,5e08e16c579c4cc8a133b9580b702570,0,,2025/3/6
884,4a40ce920ae847179121161313d467f7,2dc3cfef215b4bceb34e2225999a8d3d,,四川成都酿佰汇酒库,-1,100,,6.02403E+17,4.02501E+17,60,暂无袋子，袋免费，无烟，整箱的酒有三种扫不上码，扫不上码就不卖 开门密码123456 老板电话137 3949 7311,13:37.0,38:40.0,1,dc1db52e0d7145f39679b64b3e86d804,911c7e9318ae4852816743d1c25ef9b5,0,,2025/4/1
886,1bd1914fb8c54a0784c856a51a7c92fc,f5ed3412dd32403aa49e3555d79a6d5c,,lyw线上店铺,-1,100,,6.02403E+17,,-1,,40:43.0,15:02.0,1,a804c2a1c2d046faa78dfa319a297cb9,b8913203d0a443c4896a71fb4cf1fd41,0,,2025/4/2
888,0f2adc08bbb84e7287aeeeb4e84959a3,03c45d4435cf4ce59d36ea124bd1e6d8,,美团美的北京仓1号店,1,1,,6.02403E+17,,-1,,22:41.0,18:18.0,1,5c4f7c48585b41d59d3e97839cef327c,2f72b58145984646a2625c147767761f,0,1,2025/4/20
890,7bb22cc37c1943b69de4f00b3de553ea,ed668411436740669e46250cd8e2ad38,,广东顺德鸵鸟便利店,1,100,,6.02403E+17,4.02502E+17,-1,1.两个门，收银台旁边的门晚间锁上不用，无人值守期间用收银台对面的门，密码锁在出门左手边，开门密码525177 2.成条烟晚间可售卖，不可以拆条，在柜子里 3.购物袋免费，收银台前面 4.老板电话：13924525177,31:58.0,03:40.0,3,e7ac3be3c07849c0a9bfca58c802584e,de78a05c947a4d749814a6f4cfaa6bce,0,2,2025/4/23
892,6d8e57ba6e0f411286e9bd38de931f59,d1ba3bc448814845ac39db0d59a4eb98,,长沙欣盛路基地无人商超,1,100,,6.02403E+17,4.02502E+17,60,门禁密码：88238888,12:32.0,21:43.0,1,c5d41983441f4d9584359fdddcf39d8f,d42a8b6280ad4ea88f9bfea7f727b865,0,2,2025/4/23
894,ef12ed98c93f468a9cf932fdccbe6a07,3401c35dc8fd44a08f5678c795e4a0b8,,西安速乐便利店,-1,100,,6.02403E+17,4.02502E+17,60,门禁：886699 老板号码13572063767,38:42.0,33:28.0,1,46c04f7d30ec4dceaeebba55e8045de4,46bd4f5e9b33453bbf06d95376f3fc9e,0,2,2025/4/16
896,dc55345a5909484a969149fab6a1ad31,fd5dc949bd8f49fdb8ff25862b2d98c3,,浙江温州苍南鱼娘食品,-1,100,,6.02403E+17,4.02502E+17,80,1.袋免费，重点看冰柜！出门推右侧门 2.冰柜里海鲜产品（海参、墨鱼丸、鲍鱼丸、鮸鱼丸），  门对面墙边“天然鱼膠”，海鲜礼盒可能是空盒 3.密码锁在出门右手边门框上，开门密码654321 4.老板电话17867942678 5.收费：抽点8%,58:39.0,31:51.0,1,1b34b804dd0c4c8899c9940524ec2138,be137a6932734d7ba11a41210c5a1439,0,,2025/3/2
898,51d65d542b93469a96a4b199835ec05b,5a06fe0873fe413fbffd5cf97f467244,,山西运城幸福便利超市,1,100,,6.02403E+17,4.02502E+17,60,1.袋免费，不让翻箱倒柜找！出门推左侧门，卖成条烟，成条烟不让拆包，成件水可拆包，抽点6% 2.开门密码511622，密码锁在出门左手门框上 3.老板16663592266 酸奶：冠益乳、畅轻，单瓶价格*数量 所有电池：单节价格*数量， 无码：双面胶厚4元/个，透明胶宽5元/个，透明胶小的1元/个，黑色绝缘胶带2元/个，洗发水、洗衣液提示选 格子伞不允许打开，条码在伞套内，透明伞已加自定义,02:14.0,07:56.0,1,876e1853b8ca4ae1a6641b4c6d0de054,04d69c06ee344a23b5fae9dcd996f570,0,2,2025/4/23
900,a6e83b878db34bbe883189ab354ace96,d295fd321ee14651b3d6191595e9af88,,济南市高新区奥佳便利店（废弃）,-1,100,,6.02403E+17,,-1,,06:20.0,15:59.0,1,,,0,,2025/2/10
902,017fd4c91d7b45619786c59f8f12fb15,c6428d412dbc43f9b1c2db3df969eb60,,济南市高新区奥佳便利店,1,100,,6.02403E+17,4.02502E+17,-1,门禁：123456 购物袋可自行领取 有冰柜，香烟 雨伞、雨衣在冰柜边上的架子上。 冰淇淋勺子在扫码枪边上 扑克牌在槟榔架子下方的地上,15:41.0,47:03.0,3,49e03f602573433592f4eadcc51e7e33,c48ad1dc7ed1409f87bf0aad47682f93,0,2,2025/4/23
904,436f0937037940da99b546df5c7738fd,c9513de390cc423f8768983e1fa99258,,新积域测试店铺,-1,100,,6.02403E+17,4.02409E+17,60,门禁密码：123456,22:03.0,37:05.0,1,7a40f0a5af4e4fa2b300e12876814c56,642437a22994412fbb4cece899fc809c,0,0,2025/4/9
906,35404b33bcc94e3e81080e35b033e259,601b8344c32143f195baa536dfd3dd64,,济南历城区多瑞便利店,1,100,,6.02403E+17,4.02502E+17,-1,1.密码锁在出门左手边，开门密码 123456 2.购物袋免费，放在收银台上面，成条的烟、成件的商品都可以拆包 3.老板电话：13589123239 4.晚间不能售卖加热食品 5.收费模式：包月,08:09.0,43:11.0,3,d3ff87e5d9b94d8e9a650d8b5af29c6c,463108d568274935bda456608399dd44,0,2,2025/4/23
908,2330c792d84342a7ba23e0286460f950,25464fac5109450a99c028f4b19ea5c4,,山东威海聚福源百货商店,1,100,,6.02403E+17,4.02502E+17,-1,门禁密码：14725888 有冰柜，购物袋自取。 烟酒柜台从打印机边上进，整条烟正常售卖。,39:56.0,06:44.0,3,188f1cb88540404ea541aed3bb302baf,04dc7eb408714e4ab8280bf8556a199b,0,2,2025/4/23
